id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,nivel,sqft_size,place_id,osm_type,country,coutry_code
7519000335,20141203T000000,865000.0,6,2.75,3500,5150,2.0,0,0,5,8,2430,1070,1909,0,98117,47.6842,-122.363,1430,3860,nivel_3,size_3,22358157,node,na,na
8944290160,20141104T000000,230000.0,3,2.0,1510,3413,2.0,0,0,3,7,1510,0,1985,0,98031,47.3912,-122.167,1570,3777,nivel_i,size_1,67103214,node,na,na
1982201345,20140502T000000,440000.0,2,1.0,800,4850,1.0,0,0,4,7,800,0,1944,0,98107,47.6639,-122.364,1150,4365,nivel_1,size_i,142068412,way,na,na
7237501380,20150507T000000,1267500.0,4,3.5,4640,13404,2.0,0,0,3,10,4640,0,2007,0,98059,47.531,-122.134,4690,13590,nivel_3,size_3,294525268,way,na,na
4099500605,20150417T000000,840000.0,4,2.5,2360,9600,1.0,0,2,3,8,1630,730,1973,0,98040,47.5889,-122.249,2140,6300,nivel_3,size_2,294455859,way,na,na
3625059071,20150108T000000,899000.0,4,2.25,2290,40946,1.0,0,3,4,8,1550,740,1960,0,98008,47.616,-122.103,2790,20076,nivel_3,size_2,294537695,way,na,na
7852100110,20150422T000000,490000.0,4,3.0,2640,5267,2.0,0,0,3,7,2640,0,2001,0,98065,47.5298,-121.88,2640,5670,nivel_2,size_3,128027666,way,na,na
2194100050,20140929T000000,850000.0,4,2.5,3180,11652,2.0,0,1,3,9,3180,0,1977,0,98040,47.567,-122.212,3110,15183,nivel_3,size_3,294513765,way,na,na
3262301610,20141118T000000,865000.0,3,1.5,1530,10827,1.0,0,0,4,8,1530,0,1955,0,98039,47.6354,-122.234,2050,10827,nivel_3,size_1,294471440,way,na,na
8682260480,20140528T000000,429000.0,2,1.75,1350,6315,1.0,0,0,3,8,1350,0,2005,0,98053,47.7141,-122.032,1665,5390,nivel_1,size_i,294586370,way,na,na
8598900157,20150313T000000,263700.0,3,1.0,1200,6561,1.0,0,0,3,6,1200,0,1950,1968,98177,47.7763,-122.36,1340,9450,nivel_i,size_i,294507126,way,na,na
5381000411,20150410T000000,239950.0,3,1.75,1440,7200,1.0,0,0,3,7,1440,0,1986,0,98188,47.4473,-122.284,1640,9167,nivel_i,size_1,219538965,way,na,na
2172000846,20140619T000000,248000.0,4,2.0,2080,13510,1.0,0,0,3,7,1040,1040,1950,0,98178,47.4918,-122.258,2010,11625,nivel_i,size_2,221865194,way,na,na
2591720160,20150501T000000,674950.0,3,2.75,3510,92347,2.0,0,0,3,10,3510,0,1990,0,98038,47.3735,-122.018,2970,37070,nivel_3,size_3,208377078,way,na,na
797000330,20150402T000000,369900.0,3,1.75,2150,19127,1.0,0,0,3,7,1650,500,1978,0,98168,47.5061,-122.324,1550,15000,nivel_1,size_2,222137491,way,na,na
7015200136,20150503T000000,1000000.0,5,1.0,2010,5210,1.5,0,0,3,9,1890,120,1927,0,98119,47.6501,-122.37,2330,5000,nivel_3,size_2,146066784,way,na,na
3558000120,20140702T000000,329950.0,4,2.5,2120,4558,2.0,0,0,3,7,2120,0,2002,0,98038,47.3795,-122.022,2370,5506,nivel_1,size_2,210438067,way,na,na
5469501200,20140820T000000,431000.0,3,2.25,2360,14950,1.0,0,0,4,9,2360,0,1978,0,98042,47.3856,-122.158,2720,14388,nivel_1,size_2,221740257,way,na,na
9269200340,20150423T000000,432000.0,4,1.75,1970,5160,1.5,0,0,3,7,1970,0,1942,0,98126,47.534,-122.373,1230,4920,nivel_1,size_2,148681226,way,na,na
2197600451,20141105T000000,631000.0,5,2.0,2270,2400,2.0,0,0,3,7,2270,0,1905,0,98122,47.6051,-122.319,1320,2400,nivel_2,size_2,148036696,way,na,na
6072000380,20140701T000000,505000.0,4,2.75,2200,9778,1.0,0,0,4,8,1100,1100,1962,0,98006,47.5472,-122.176,2140,11321,nivel_2,size_2,46269407,node,na,na
1853080120,20140903T000000,919950.0,5,2.75,3170,7062,2.0,0,0,3,9,3170,0,2014,0,98074,47.5937,-122.061,3210,6891,nivel_3,size_3,294555072,way,na,na
3756600240,20150319T000000,379000.0,3,1.0,1140,10320,1.0,0,0,4,7,1140,0,1963,0,98034,47.7168,-122.196,1140,10412,nivel_1,size_i,170271739,way,na,na
2310030500,20140710T000000,263000.0,3,1.75,1580,9187,1.0,0,0,3,8,1180,400,1993,0,98038,47.3538,-122.047,1620,6397,nivel_i,size_1,210613878,way,na,na
1939130120,20140718T000000,735000.0,4,2.5,3100,8529,2.0,0,0,3,9,3100,0,1990,0,98074,47.6252,-122.029,2710,8344,nivel_3,size_3,294464180,way,na,na
1431400070,20150205T000000,215000.0,3,1.0,1060,7900,1.0,0,0,3,7,1060,0,1961,2001,98058,47.4604,-122.18,1310,7900,nivel_i,size_i,222655928,way,na,na
7518507580,20150502T000000,581000.0,2,1.0,1170,4080,1.0,0,0,4,7,1170,0,1909,0,98117,47.6784,-122.386,1560,4586,nivel_2,size_i,144863816,way,na,na
9200000050,20140918T000000,109500.0,2,1.0,800,10625,1.0,0,0,3,6,800,0,1942,0,98168,47.496,-122.317,1130,10625,nivel_i,size_i,225522556,way,na,na
739980360,20141117T000000,295000.0,4,2.5,1810,4871,2.0,0,0,3,8,1810,0,1999,0,98031,47.4088,-122.192,1850,5003,nivel_i,size_1,221855077,way,na,na
3528900160,20141001T000000,655000.0,3,1.0,1370,5250,1.0,0,0,3,7,1070,300,1939,0,98109,47.6421,-122.348,2410,4200,nivel_3,size_i,144555478,way,na,na
711000110,20140915T000000,1266520.0,3,2.5,3060,9576,2.0,0,0,3,10,3060,0,2005,0,98004,47.5928,-122.199,3060,9579,nivel_3,size_3,294563665,way,na,na
7227500910,20140624T000000,139000.0,2,1.0,690,5280,1.0,0,0,4,5,690,0,1942,0,98056,47.4953,-122.187,1140,4860,nivel_i,size_i,222626088,way,na,na
9550200310,20140811T000000,495000.0,2,1.0,970,4284,1.0,0,0,3,7,970,0,1905,0,98103,47.6667,-122.333,2050,4284,nivel_2,size_i,148253017,way,na,na
2822049160,20150417T000000,240415.0,3,1.75,1120,10187,1.0,0,0,3,7,1120,0,1968,0,98198,47.3694,-122.311,1900,8736,nivel_i,size_i,219827502,way,na,na
8822901301,20140908T000000,281000.0,3,1.5,1280,974,3.0,0,0,3,7,1280,0,2003,0,98125,47.7162,-122.293,1420,1422,nivel_i,size_i,24031424,node,na,na
3904900610,20141012T000000,475000.0,3,2.5,1630,7586,2.0,0,0,3,8,1630,0,1986,0,98029,47.5689,-122.023,2090,7330,nivel_2,size_1,294437921,way,na,na
4045500950,20150415T000000,425000.0,3,1.5,1680,8000,1.5,0,0,3,7,1680,0,2012,0,98014,47.6923,-121.869,1990,26336,nivel_1,size_1,294464054,way,na,na
5045700250,20141118T000000,565997.0,5,2.75,2730,5820,2.0,0,0,3,8,2730,0,2014,0,98059,47.4856,-122.154,2730,5700,nivel_2,size_3,221709884,way,na,na
523049195,20140522T000000,150000.0,2,1.0,820,10270,1.0,0,0,3,7,820,0,1954,0,98168,47.5119,-122.329,1670,10086,nivel_i,size_i,222354509,way,na,na
7575620120,20150422T000000,260000.0,3,3.0,2390,8993,2.0,0,0,3,8,1680,710,1988,0,98003,47.3532,-122.306,1820,10362,nivel_i,size_2,220524194,way,na,na
7379600240,20140714T000000,615000.0,3,1.75,1950,8480,1.0,0,0,4,8,1250,700,1962,0,98007,47.5893,-122.15,1740,8480,nivel_2,size_2,152415572,way,na,na
2193310320,20150306T000000,595000.0,4,2.5,2330,7064,1.0,0,0,4,8,1780,550,1984,0,98052,47.6955,-122.097,1740,8075,nivel_2,size_2,126107194,way,na,na
5096300140,20150217T000000,398500.0,3,2.5,1630,1971,2.0,0,0,3,8,1630,0,1996,0,98177,47.7753,-122.375,1630,3451,nivel_1,size_1,224130487,way,na,na
7952800010,20140519T000000,475000.0,4,2.5,3060,10043,1.0,0,0,4,8,1700,1360,1968,0,98133,47.7387,-122.337,1630,8296,nivel_2,size_3,243711787,way,na,na
3826000460,20150313T000000,297975.0,3,2.25,2820,8100,1.0,0,0,4,7,1720,1100,1947,0,98168,47.4944,-122.304,1040,8100,nivel_i,size_3,226592539,way,na,na
9103000393,20140910T000000,1225000.0,5,4.5,3732,4426,2.5,0,0,3,10,2932,800,2001,0,98112,47.6189,-122.288,2950,4000,nivel_3,size_3,143988070,way,na,na
8651442440,20141023T000000,164000.0,4,1.0,1530,4875,2.0,0,0,3,7,1530,0,1977,0,98042,47.3638,-122.091,1470,4875,nivel_i,size_1,223028281,way,na,na
6772200055,20140917T000000,780000.0,4,3.0,2440,3600,1.5,0,0,5,8,1480,960,1929,0,98103,47.6853,-122.331,1770,4000,nivel_3,size_2,24041576,node,na,na
3630120380,20150205T000000,539950.0,2,2.0,1670,3507,1.0,0,0,3,9,1670,0,2007,0,98029,47.5545,-122.003,2330,3889,nivel_2,size_1,294577590,way,na,na
4131500190,20150507T000000,379000.0,5,2.5,2803,8550,1.0,0,0,3,8,2803,0,1963,2011,98003,47.3032,-122.306,1810,8550,nivel_1,size_3,223053495,way,na,na
5151600360,20150130T000000,318000.0,3,1.75,1570,12506,1.0,0,0,4,8,1570,0,1959,0,98003,47.3365,-122.319,2120,13243,nivel_i,size_1,219283620,way,na,na
3904940160,20140904T000000,555000.0,3,2.5,2160,7584,2.0,0,0,3,8,2160,0,1988,0,98029,47.5751,-122.014,2160,7372,nivel_2,size_2,294583107,way,na,na
4022902050,20150415T000000,457000.0,4,2.5,2200,10800,1.0,0,0,3,8,1500,700,1964,0,98155,47.7711,-122.288,2280,10800,nivel_2,size_2,239074696,way,na,na
7604410030,20150121T000000,375000.0,4,2.75,1890,5240,1.0,0,0,3,7,980,910,1981,0,98106,47.5528,-122.356,1600,5240,nivel_1,size_1,148730847,way,na,na
2122059014,20150409T000000,277500.0,4,2.0,1700,12048,2.0,0,0,3,7,1700,0,1990,0,98030,47.3748,-122.186,1960,7650,nivel_i,size_1,219520368,way,na,na
2133010110,20150508T000000,455000.0,4,2.5,1770,13168,2.0,0,0,3,7,1770,0,1990,0,98019,47.7306,-121.966,2050,14859,nivel_2,size_1,294497018,way,na,na
1703400910,20140811T000000,639000.0,3,2.5,2010,3300,2.0,0,0,3,9,1610,400,2014,0,98118,47.5573,-122.287,1660,4950,nivel_2,size_2,149680857,way,na,na
4006000580,20150313T000000,225000.0,3,1.5,1240,5506,1.0,0,0,4,7,1240,0,1971,0,98118,47.5294,-122.285,1670,5589,nivel_i,size_i,146401536,way,na,na
2767603255,20150224T000000,540000.0,2,1.0,1170,4750,1.0,0,0,3,6,1170,0,1903,0,98107,47.6729,-122.378,1170,2023,nivel_2,size_i,218523723,way,na,na
1786700240,20141024T000000,472000.0,4,3.25,4350,7090,2.0,0,0,3,8,2870,1480,1999,0,98042,47.3747,-122.156,2490,7266,nivel_2,size_3,221217515,way,na,na
6817800840,20150325T000000,440000.0,2,1.5,1330,15873,1.0,0,0,3,7,900,430,1984,0,98074,47.6359,-122.033,1610,12043,nivel_1,size_i,294531900,way,na,na
6072800205,20141119T000000,2375000.0,4,2.5,3220,20251,1.0,0,0,3,10,3220,0,1969,0,98006,47.5692,-122.192,4200,22114,nivel_3,size_3,294557927,way,na,na
8924100308,20150203T000000,1050000.0,4,2.5,3260,5974,2.0,0,1,3,9,2820,440,2007,0,98115,47.6772,-122.267,2260,6780,nivel_3,size_3,145225091,way,na,na
40000471,20140604T000000,170000.0,2,1.0,1500,18540,1.0,0,0,3,8,1500,0,1950,0,98168,47.4727,-122.281,1700,9355,nivel_i,size_1,222695780,way,na,na
924059233,20141208T000000,659000.0,4,2.0,2350,9329,2.0,0,0,3,8,2350,0,1977,0,98005,47.583,-122.17,1640,9403,nivel_3,size_2,199426441,way,na,na
3111300040,20140801T000000,435000.0,3,2.25,1740,8491,1.0,0,0,3,8,1240,500,1958,0,98177,47.7758,-122.379,2080,8494,nivel_1,size_1,294571681,way,na,na
3782100155,20140527T000000,255000.0,3,1.0,960,8100,1.0,0,0,3,7,960,0,1955,0,98155,47.7766,-122.307,1120,8100,nivel_i,size_i,196443226,way,na,na
7655900038,20150414T000000,296000.0,2,1.0,1370,8400,1.0,0,0,3,7,1370,0,1948,0,98133,47.7344,-122.336,1330,8396,nivel_i,size_i,145821329,way,na,na
1938000140,20150428T000000,810000.0,4,2.0,2920,10424,1.0,0,0,5,8,1520,1400,1964,0,98005,47.5876,-122.172,2360,10696,nivel_3,size_3,294474826,way,na,na
2892600056,20150106T000000,216000.0,2,1.0,1130,12500,1.0,0,0,4,7,1130,0,1953,0,98055,47.4514,-122.187,1270,10798,nivel_i,size_i,222259008,way,na,na
2781260070,20150108T000000,388000.0,4,2.5,2560,5800,2.0,0,0,3,9,2560,0,2005,0,98038,47.3474,-122.025,3040,5800,nivel_1,size_3,208212971,way,na,na
2011000020,20140826T000000,265000.0,3,1.75,1630,5999,1.5,0,0,4,7,1630,0,1985,0,98198,47.3816,-122.313,1540,7500,nivel_i,size_1,220972150,way,na,na
3888100176,20150306T000000,500000.0,4,2.0,2120,7806,1.0,0,0,4,6,1770,350,1949,0,98033,47.6859,-122.166,1560,9920,nivel_2,size_2,169605166,way,na,na
3336001911,20140728T000000,319000.0,2,1.0,960,4400,1.0,0,0,4,7,960,0,1951,0,98118,47.5269,-122.264,1520,5000,nivel_i,size_i,147570975,way,na,na
984000450,20141201T000000,260000.0,3,2.5,1850,7875,1.0,0,0,3,7,1250,600,1968,0,98058,47.434,-122.171,1930,8062,nivel_i,size_1,221028782,way,na,na
3211200420,20140618T000000,300000.0,3,1.0,910,7700,1.0,0,0,4,7,910,0,1971,0,98034,47.7303,-122.238,1250,7700,nivel_i,size_i,170155856,way,na,na
3277801450,20150415T000000,390000.0,4,1.0,1140,6250,1.5,0,0,3,6,1140,0,1958,0,98126,47.5433,-122.375,1140,1370,nivel_1,size_i,148093915,way,na,na
7806300030,20140917T000000,299000.0,3,2.75,3080,19635,1.0,0,2,4,7,1610,1470,1958,0,98032,47.3841,-122.284,2424,12410,nivel_i,size_3,213974436,way,na,na
925069134,20140910T000000,870000.0,4,2.0,3090,41147,1.0,0,0,3,7,3090,0,1990,0,98052,47.6748,-122.049,3300,34280,nivel_3,size_3,160677521,way,na,na
7504000290,20140522T000000,635700.0,4,2.5,3240,13978,1.0,0,0,3,9,1860,1380,1977,0,98074,47.6298,-122.057,3150,12767,nivel_2,size_3,294441616,way,na,na
1250201550,20140925T000000,735000.0,3,2.0,1610,3600,2.0,0,2,5,8,1610,0,1925,0,98144,47.5969,-122.293,2540,6600,nivel_3,size_1,137648019,way,na,na
8680500090,20150316T000000,606000.0,3,2.5,2200,6005,2.0,0,0,3,9,2200,0,1997,0,98072,47.7408,-122.169,2320,6098,nivel_2,size_2,242085514,way,na,na
2867700035,20150212T000000,500000.0,5,2.0,2300,7897,2.5,0,0,4,8,2300,0,1956,0,98133,47.7556,-122.356,2030,7902,nivel_2,size_2,294584874,way,na,na
1311000270,20150416T000000,247000.0,5,2.0,1590,9350,1.0,0,0,5,7,1060,530,1962,0,98001,47.3398,-122.286,1460,8210,nivel_i,size_1,222742891,way,na,na
3308010040,20140925T000000,325000.0,4,2.25,2130,8499,1.0,0,0,4,7,1600,530,1975,0,98030,47.3657,-122.21,1890,11368,nivel_1,size_2,221473851,way,na,na
9826701794,20141205T000000,390000.0,3,3.0,1550,1608,2.0,0,0,3,8,1280,270,2001,0,98122,47.6042,-122.303,1940,1883,nivel_1,size_1,22929111,node,na,na
2550820060,20150428T000000,280000.0,3,1.75,1630,10001,1.0,0,0,4,7,1100,530,1977,0,98042,47.3605,-122.12,1630,10001,nivel_i,size_1,219115191,way,na,na
5393600507,20140624T000000,329445.0,2,1.5,830,1119,2.0,0,0,3,7,830,0,2005,0,98144,47.5828,-122.314,1480,3622,nivel_1,size_i,22731678,node,na,na
9510860750,20150108T000000,918000.0,5,3.5,3920,5150,2.0,0,0,3,9,2820,1100,2004,0,98052,47.6638,-122.084,3170,5530,nivel_3,size_3,160149899,way,na,na
824059083,20140902T000000,993000.0,4,2.0,2850,14810,2.0,0,0,5,8,2490,360,1954,0,98004,47.5892,-122.203,2430,10454,nivel_3,size_3,294584625,way,na,na
7967900150,20150430T000000,367950.0,4,2.5,3030,9500,2.0,0,0,3,8,3030,0,1989,0,98001,47.3511,-122.287,2650,9500,nivel_1,size_3,222638899,way,na,na
1257202430,20140617T000000,1008000.0,4,3.5,2650,3060,2.0,0,0,3,9,2060,590,2001,0,98103,47.6735,-122.332,1470,3060,nivel_3,size_3,143363598,way,na,na
1760650610,20150330T000000,324500.0,4,2.5,2110,3825,2.0,0,0,3,7,2110,0,2012,0,98042,47.3602,-122.082,2110,3825,nivel_1,size_2,221996348,way,na,na
323089095,20141031T000000,380000.0,3,1.75,1300,12378,1.0,0,0,4,6,1300,0,1943,0,98045,47.4996,-121.778,1300,11596,nivel_1,size_i,294588043,way,na,na
9290870040,20141117T000000,775000.0,4,2.5,3220,38448,2.0,0,0,3,10,3220,0,1993,0,98053,47.6854,-122.053,3090,38448,nivel_3,size_3,160154935,way,na,na
2824059043,20140722T000000,481000.0,3,2.75,2290,14810,1.0,0,0,5,7,1400,890,1967,0,98056,47.5343,-122.185,2540,8640,nivel_2,size_2,223186893,way,na,na
1926049385,20140729T000000,559950.0,4,2.5,2650,7200,2.0,0,0,3,8,2250,400,1979,0,98133,47.7317,-122.354,2110,7269,nivel_2,size_3,145012696,way,na,na
6608500260,20140716T000000,357500.0,3,1.0,1070,10125,1.0,0,0,3,7,1070,0,1961,0,98033,47.7012,-122.167,1540,10200,nivel_1,size_i,169521186,way,na,na
3324069070,20140707T000000,195000.0,2,1.0,1190,27007,1.0,0,0,4,5,1190,0,1910,0,98027,47.524,-122.04,1730,12632,nivel_i,size_i,294434496,way,na,na
7883605695,20141124T000000,350000.0,3,1.5,1870,9000,1.0,0,0,3,7,1120,750,1923,0,98108,47.5224,-122.318,1850,6000,nivel_1,size_1,143969823,way,na,na
